,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.6,0.25,0.67,0.3,0.61,0.97,0.66,0.4,0.54,0.73,0.44
aztec.csv,0.0,0.88,0.33,0.45,0.31,0.06,0.02,0.05,0.04,0.17,0.1
bl-toolkit.csv,0.98,0.33,0.67,0.85,0.78,0.61,1.0,0.27,0.31,0.81,1.0
clamav.csv,0.14,0.42,0.33,0.95,0.58,0.51,0.0,0.57,0.62,0.38,0.3
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0
kml.csv,0.4,0.33,1.0,0.3,0.97,0.78,0.64,0.63,0.54,0.72,0.79
lufa-lib.csv,0.6,0.46,0.33,0.4,0.61,0.36,0.98,0.37,0.38,0.43,0.4
mplayer-ce.csv,0.86,0.88,1.0,0.85,0.78,0.85,0.73,0.86,0.77,0.63,0.97
qmmp.csv,0.48,0.58,1.0,0.35,0.83,0.67,1.0,0.95,0.73,0.9,0.9
xapian.csv,0.6,0.54,1.0,0.6,0.42,0.55,0.44,0.43,0.96,0.8,0.55
xtreemfs.csv,0.64,0.5,0.67,0.3,0.64,0.69,0.5,0.43,0.62,0.99,0.64
