,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,1.0,7.0,14.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
aztec.csv,71.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0
bl-toolkit.csv,0.0,21.0,10.0,6.0,0.0,0.0,11.0,1.0,4.0,1.0,0.0
clamav.csv,0.0,21.0,31.0,0.0,1.0,1.0,293.0,0.0,3.0,1.0,2.0
fm-classic.csv,71.0,318.0,0.0,55.0,74.0,0.0,293.0,124.0,113.0,2.0,627.0
kml.csv,0.0,7.0,18.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0
lufa-lib.csv,0.0,26.0,7.0,7.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0
mplayer-ce.csv,0.0,46.0,26.0,12.0,3.0,1.0,10.0,2.0,1.0,5.0,0.0
qmmp.csv,1.0,40.0,16.0,1.0,3.0,1.0,11.0,0.0,1.0,3.0,0.0
xapian.csv,0.0,16.0,18.0,12.0,3.0,1.0,4.0,2.0,0.0,3.0,0.0
xtreemfs.csv,1.0,9.0,24.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0
