,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.55,0.11,0.37,0.17,0.21,0.0,0.39,0.26,0.14,0.43,0.3
aztec.csv,0.0,0.0,0.15,0.08,0.15,0.05,0.02,0.03,0.03,0.15,0.06
bl-toolkit.csv,0.0,0.23,0.32,0.61,0.56,0.4,1.0,0.16,0.26,0.3,1.0
clamav.csv,0.05,0.55,0.69,0.0,0.44,0.42,0.0,0.37,0.52,0.44,0.28
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
kml.csv,0.36,0.16,0.75,0.28,0.0,0.38,0.5,0.31,0.31,0.56,0.75
lufa-lib.csv,0.68,0.38,0.4,0.42,0.59,0.33,0.01,0.52,0.45,0.23,0.4
mplayer-ce.csv,1.0,0.97,0.94,0.89,0.9,0.84,0.89,0.98,0.95,0.87,0.01
qmmp.csv,0.32,0.51,0.62,0.22,0.77,0.6,1.0,0.0,0.32,0.56,0.92
xapian.csv,0.45,0.27,0.82,0.72,0.62,0.42,0.37,0.71,0.01,0.26,0.43
xtreemfs.csv,0.32,0.24,0.75,0.11,0.23,0.53,0.37,0.15,0.34,0.05,0.53
