,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.32,1.0,0.08,0.19,0.35,0.47,0.34,0.08,0.14,0.22
libtorrent.csv,0.77,0.52,0.11,0.6,0.83,0.98,0.65,0.28,0.31,0.91
mcmc-jags.csv,0.69,0.33,0.12,1.0,0.64,0.64,0.68,0.33,0.23,0.87
nebuladevice.csv,0.65,0.29,0.21,0.21,0.38,0.41,0.25,0.0,0.93,0.18
olap-navigator.csv,0.99,0.46,0.1,0.56,0.8,0.9,0.64,0.27,0.32,0.91
pidgin.csv,0.66,0.64,0.12,0.29,0.99,0.7,0.67,0.31,0.28,0.9
salasaga.csv,0.73,0.6,0.07,0.4,0.65,0.78,0.54,0.98,0.23,0.82
sepgsql.csv,0.23,0.19,0.92,0.15,0.33,0.18,0.15,0.07,0.0,0.14
xstore.csv,0.61,0.41,0.12,0.5,0.7,0.63,0.98,0.39,0.37,0.9
xtreemfs.csv,0.74,0.51,0.16,0.48,0.67,0.62,0.78,0.26,0.35,1.0
