,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.0,0.0,25.0,2.0,0.0,0.0,2.0,49.0,2.0,2.0
libtorrent.csv,0.0,4.0,17.0,0.0,1.0,0.0,4.0,46.0,3.0,5.0
mcmc-jags.csv,0.0,4.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
nebuladevice.csv,0.0,2.0,33.0,1.0,1.0,1.0,0.0,184.0,0.0,0.0
olap-navigator.csv,0.0,0.0,30.0,0.0,0.0,1.0,4.0,21.0,1.0,4.0
pidgin.csv,0.0,0.0,19.0,1.0,0.0,1.0,2.0,26.0,4.0,2.0
salasaga.csv,0.0,0.0,45.0,0.0,1.0,1.0,4.0,0.0,5.0,6.0
sepgsql.csv,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,85.0,1.0
xstore.csv,3.0,2.0,12.0,1.0,2.0,1.0,0.0,11.0,0.0,3.0
xtreemfs.csv,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
