,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.3,0.0,0.28,0.1,0.09,0.39,0.2,0.4,0.35,0.11
libtorrent.csv,0.81,0.77,0.8,0.31,0.78,0.06,0.68,0.89,0.79,0.87
mcmc-jags.csv,0.26,0.77,0.3,0.0,0.3,0.28,0.44,0.27,0.44,0.41
nebuladevice.csv,0.93,0.07,0.11,0.05,0.03,0.39,0.1,0.01,0.0,0.07
olap-navigator.csv,0.0,0.6,0.91,0.19,0.67,0.61,0.85,0.59,0.66,0.74
pidgin.csv,0.22,0.53,0.55,0.36,0.03,0.39,0.51,0.74,0.65,0.56
salasaga.csv,0.96,0.9,0.78,0.98,0.86,1.0,0.78,0.0,0.89,0.97
sepgsql.csv,0.3,0.23,0.0,0.21,0.12,0.17,0.12,0.0,0.08,0.07
xstore.csv,0.44,0.57,0.61,0.07,0.41,0.28,0.0,0.45,0.46,0.66
xtreemfs.csv,0.15,0.33,0.36,0.1,0.22,0.17,0.29,0.25,0.25,0.03
