,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.99,0.48,0.44,0.38,0.62,0.43,0.48,0.45,1.0,0.0,0.71,0.54,0.53,0.58,0.36,0.59
bullet.csv,0.81,0.86,0.69,0.2,0.64,0.99,0.9,0.09,0.17,0.83,0.53,0.63,0.73,0.0,0.61,0.76
customwars.csv,0.14,0.15,0.19,0.36,0.26,0.31,0.25,0.64,0.0,0.25,0.82,0.39,0.33,0.5,0.58,0.35
dvd-create.csv,0.74,0.9,0.69,0.69,1.0,0.66,0.9,0.73,1.0,0.5,0.71,0.76,0.5,0.81,0.28,0.71
gbif-indexingtoolkit.csv,0.12,0.04,0.12,0.36,0.08,0.18,0.17,0.73,0.33,0.0,0.35,0.07,0.3,0.23,0.44,0.12
go.csv,0.9,1.0,0.56,0.42,0.62,0.58,0.9,0.64,1.0,0.17,1.0,0.76,0.77,0.88,0.61,0.69
growl-for-windows.csv,0.6,0.47,0.44,0.36,0.43,0.72,0.67,0.82,0.83,0.17,0.76,0.61,0.53,0.62,0.94,0.59
gss.csv,0.83,0.9,0.88,0.56,0.8,0.75,0.9,0.64,1.0,0.75,0.88,0.85,1.0,0.77,0.64,0.88
kwave.csv,0.56,0.87,0.94,0.6,0.81,0.46,0.42,0.55,0.17,0.42,0.35,0.66,0.33,0.35,0.36,0.84
libarchive.csv,0.45,0.67,0.38,0.44,0.38,0.51,0.69,0.73,0.83,0.08,0.76,0.78,0.6,0.58,0.39,0.94
linux-ntfs.csv,0.58,0.46,0.44,0.13,0.36,0.54,0.35,0.64,0.67,0.0,0.65,0.59,0.47,0.92,0.39,0.43
lsb.csv,0.9,0.8,0.75,0.78,0.7,0.9,0.94,0.73,1.0,0.0,0.94,0.8,0.77,0.73,0.94,0.73
mpgravity.csv,0.4,0.41,0.19,0.71,0.38,0.46,0.48,0.64,0.17,1.0,0.53,0.39,0.3,0.69,0.31,0.55
qcad2.csv,0.36,0.61,0.31,0.18,0.36,0.12,1.0,0.45,0.5,0.25,0.47,0.46,0.53,0.42,0.61,0.65
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.58,0.71,0.31,0.11,0.59,0.4,0.69,0.55,0.5,0.0,0.53,0.98,0.83,0.58,0.36,0.57
