,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.99,0.51,0.46,0.43,0.62,0.43,0.52,0.46,0.92,0.0,0.64,0.52,0.5,0.56,0.39,0.61
bullet.csv,0.26,0.72,0.39,0.24,0.63,0.98,0.58,0.11,0.2,0.0,0.53,0.56,0.57,0.0,0.4,0.68
customwars.csv,0.17,0.18,0.22,0.41,0.29,0.33,0.29,0.66,0.0,0.29,0.85,0.42,0.36,0.55,0.62,0.39
dvd-create.csv,0.44,0.65,0.55,0.44,1.0,0.61,0.65,0.57,0.81,0.54,0.57,0.69,0.54,0.55,0.31,0.61
gbif-indexingtoolkit.csv,0.15,0.05,0.14,0.38,0.1,0.21,0.2,0.77,0.38,0.0,0.4,0.09,0.34,0.27,0.49,0.15
go.csv,0.61,1.0,0.57,0.37,0.62,0.6,0.73,0.5,0.65,0.2,0.05,0.62,0.49,0.34,0.61,0.64
growl-for-windows.csv,0.61,0.5,0.41,0.4,0.43,0.58,0.62,0.67,0.73,0.2,0.63,0.54,0.56,0.6,0.95,0.6
gss.csv,0.51,0.5,0.72,0.27,0.46,0.53,0.72,0.61,0.09,0.53,0.57,0.55,1.0,0.59,0.46,0.54
kwave.csv,0.56,0.62,0.95,0.45,0.63,0.48,0.44,0.55,0.19,0.45,0.37,0.54,0.37,0.39,0.38,0.66
libarchive.csv,0.49,0.68,0.4,0.49,0.42,0.56,0.69,0.55,0.78,0.1,0.56,0.48,0.52,0.6,0.43,0.95
linux-ntfs.csv,0.62,0.47,0.46,0.16,0.4,0.5,0.39,0.65,0.68,0.0,0.64,0.59,0.51,0.93,0.43,0.47
lsb.csv,0.67,0.62,0.55,0.81,0.69,0.52,0.42,0.58,0.82,0.0,0.33,0.49,0.62,0.55,0.24,0.7
mpgravity.csv,0.45,0.46,0.22,0.6,0.42,0.49,0.52,0.62,0.2,1.0,0.55,0.42,0.34,0.68,0.35,0.58
qcad2.csv,0.41,0.64,0.33,0.21,0.41,0.15,1.0,0.45,0.55,0.29,0.5,0.48,0.54,0.47,0.66,0.67
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.56,0.64,0.34,0.13,0.55,0.44,0.57,0.56,0.45,0.0,0.51,0.98,0.61,0.52,0.37,0.56
