,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,320.0,52.0,11.0,1.0,0.0,10.0,2.0,1.0
bullet.csv,2.0,2.0,4.0,0.0,0.0,1.0,4.0,17.0,302.0,7.0,12.0,0.0,2.0,54.0,1.0,6.0
customwars.csv,0.0,2.0,12.0,18.0,0.0,3.0,7.0,0.0,2488.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
dvd-create.csv,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,887.0,3.0,11.0,0.0,0.0,0.0,5.0,4.0
gbif-indexingtoolkit.csv,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,215.0,52.0,0.0,0.0,3.0,1.0,0.0,0.0
go.csv,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1352.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0
growl-for-windows.csv,0.0,3.0,12.0,28.0,0.0,2.0,8.0,1.0,840.0,0.0,0.0,2.0,3.0,2.0,0.0,6.0
gss.csv,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1897.0,1.0,4.0,1.0,0.0,2.0,1.0,4.0
kwave.csv,1.0,3.0,0.0,0.0,0.0,3.0,5.0,1.0,1149.0,3.0,20.0,0.0,1.0,1.0,3.0,5.0
libarchive.csv,1.0,0.0,12.0,5.0,0.0,0.0,3.0,2.0,487.0,3.0,1.0,1.0,6.0,1.0,1.0,0.0
linux-ntfs.csv,0.0,3.0,9.0,20.0,1.0,2.0,12.0,6.0,357.0,52.0,10.0,0.0,0.0,0.0,0.0,2.0
lsb.csv,1.0,1.0,0.0,0.0,1.0,2.0,8.0,5.0,775.0,52.0,17.0,0.0,2.0,0.0,0.0,2.0
mpgravity.csv,1.0,0.0,9.0,1.0,0.0,0.0,4.0,3.0,119.0,0.0,14.0,1.0,4.0,1.0,0.0,3.0
qcad2.csv,0.0,1.0,18.0,8.0,0.0,0.0,0.0,8.0,112.0,3.0,7.0,1.0,1.0,0.0,0.0,1.0
qtwin.csv,107.0,123.0,71.0,181.0,91.0,87.0,144.0,60.0,0.0,52.0,111.0,66.0,49.0,54.0,53.0,116.0
xinity.csv,0.0,2.0,4.0,0.0,1.0,0.0,8.0,1.0,1355.0,52.0,25.0,0.0,1.0,0.0,3.0,1.0
