,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.01,0.63,0.73,0.63,0.54,0.81,0.58,0.73,0.29,1.0,0.62,0.71,0.76,0.67,0.75,0.52
bullet.csv,0.95,0.57,0.91,0.8,0.53,0.05,0.77,0.97,0.85,1.01,0.66,0.72,0.75,1.0,0.92,0.58
customwars.csv,0.86,0.88,0.96,0.67,0.9,0.89,0.78,0.43,1.0,0.76,0.18,0.7,0.78,0.52,0.45,0.7
dvd-create.csv,0.87,0.7,0.76,0.88,0.0,0.63,0.7,0.75,0.54,0.54,0.74,0.56,0.56,0.78,0.88,0.67
gbif-indexingtoolkit.csv,0.88,0.97,0.92,0.81,0.95,0.87,0.83,0.27,0.68,1.0,0.66,0.93,0.74,0.77,0.57,0.89
go.csv,0.74,0.0,0.6,0.95,0.54,0.51,0.6,0.82,0.73,0.84,0.99,0.7,0.83,0.9,0.55,0.6
growl-for-windows.csv,0.54,0.63,0.88,0.72,0.79,0.72,0.61,0.65,0.53,0.83,0.66,0.73,0.55,0.62,0.06,0.55
gss.csv,0.82,0.83,0.6,1.01,0.86,0.8,0.61,0.6,0.98,0.8,0.77,0.78,0.0,0.73,0.86,0.8
kwave.csv,0.61,0.72,0.06,0.87,0.69,0.69,0.76,0.63,1.01,0.72,0.85,0.77,0.7,0.71,0.81,0.67
libarchive.csv,0.61,0.42,0.8,0.56,0.68,0.51,0.43,0.77,0.42,0.93,0.76,0.84,0.76,0.52,0.7,0.06
linux-ntfs.csv,0.45,0.73,0.73,0.92,0.67,0.77,0.71,0.46,0.42,1.0,0.53,0.59,0.57,0.08,0.67,0.62
lsb.csv,0.67,0.7,0.77,0.23,0.45,0.82,0.87,0.73,0.52,1.0,0.91,0.83,0.69,0.77,0.95,0.47
mpgravity.csv,0.62,0.61,0.88,0.68,0.68,0.61,0.57,0.59,0.84,0.0,0.58,0.74,0.76,0.46,0.71,0.53
qcad2.csv,0.64,0.45,0.91,0.84,0.66,0.89,0.0,0.77,0.52,0.76,0.61,0.68,0.61,0.59,0.39,0.43
qtwin.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xinity.csv,0.65,0.61,0.84,0.89,0.69,0.68,0.73,0.61,0.84,1.0,0.72,0.05,0.72,0.75,0.85,0.65
