,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,1.0,0.7,0.21,0.53,0.87,0.71,0.48,0.17,0.01,0.0,0.19,0.61,0.57,0.5,0.65,0.57
bullet.csv,0.69,0.73,0.19,0.75,0.87,0.99,0.37,0.06,0.0,0.2,0.17,0.62,0.61,0.0,0.59,0.51
customwars.csv,0.92,0.52,0.09,0.39,0.68,0.64,0.36,0.39,0.0,0.38,1.0,0.64,0.56,0.76,0.88,0.49
dvd-create.csv,0.7,0.7,0.22,0.22,1.0,0.8,0.39,0.19,0.0,0.43,0.16,0.7,0.75,0.49,0.53,0.46
gbif-indexingtoolkit.csv,1.0,0.3,0.12,0.19,0.6,0.67,0.67,1.0,0.01,0.0,0.3,0.5,0.64,0.75,0.89,0.43
go.csv,0.76,1.0,0.28,0.16,0.87,0.87,0.43,0.16,0.0,0.33,0.15,0.65,0.59,0.47,0.76,0.49
growl-for-windows.csv,0.81,0.71,0.16,0.27,0.76,0.77,0.39,0.22,0.0,1.0,0.18,0.61,0.73,0.53,1.0,0.54
gss.csv,0.73,0.66,0.3,0.17,0.8,0.76,0.43,0.23,0.0,0.22,0.17,0.64,1.0,0.5,0.62,0.44
kwave.csv,0.77,0.68,1.0,0.2,0.83,0.78,0.3,0.21,0.0,0.23,0.1,0.6,0.71,0.53,0.59,0.48
libarchive.csv,0.81,0.82,0.18,0.62,0.85,0.92,0.53,0.18,0.01,0.14,0.16,0.6,0.58,0.62,0.7,1.0
linux-ntfs.csv,0.9,0.62,0.21,0.12,0.87,0.73,0.37,0.33,0.01,0.0,0.22,0.69,0.78,1.0,0.74,0.57
lsb.csv,0.78,0.68,0.23,0.88,0.9,0.78,0.35,0.19,0.0,0.0,0.16,0.61,0.64,0.48,0.67,0.58
mpgravity.csv,0.89,0.82,0.14,0.27,0.85,0.84,0.5,0.23,0.0,1.0,0.22,0.59,0.6,0.64,0.79,0.59
qcad2.csv,0.93,0.83,0.13,0.24,0.9,0.8,1.0,0.16,0.01,0.33,0.22,0.63,0.67,0.79,0.96,0.65
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.75,0.7,0.16,0.83,0.81,0.79,0.34,0.23,0.0,0.0,0.15,0.98,0.64,0.45,0.57,0.46
