,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.45,0.45,0.26,0.49,0.36,0.34,0.33,0.3,0.42
galaxium.csv,0.69,0.67,0.96,0.59,0.63,0.67,0.62,0.48,0.83
jython.csv,0.51,0.58,0.95,0.5,0.47,0.39,0.38,0.41,0.4
ninject.csv,0.88,0.0,0.25,0.88,0.71,0.62,0.92,0.32,0.75
ondex.csv,0.86,0.67,0.95,0.0,0.67,0.88,0.97,0.33,0.5
opentibia.csv,0.43,0.46,0.27,0.45,0.43,0.41,0.54,0.42,0.44
power-architect.csv,0.62,0.81,0.26,0.82,0.37,0.41,0.38,0.51,0.51
unbvision.csv,0.63,0.46,0.97,0.74,0.73,0.89,0.95,0.56,0.88
x-ray-mule.csv,0.58,0.67,0.88,0.54,0.53,0.61,0.44,0.46,0.59
