,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.5,0.21,0.13,0.27,0.66,0.44,0.27,1.0,0.66
galaxium.csv,0.21,0.12,0.68,0.52,1.0,0.34,0.37,0.35,0.24
jython.csv,0.45,0.84,0.96,0.24,0.56,0.42,0.51,0.0,0.21
ninject.csv,0.09,0.0,0.25,0.35,0.41,0.3,0.25,0.94,0.83
ondex.csv,0.09,0.04,0.5,0.0,0.04,0.13,0.95,0.92,0.0
opentibia.csv,1.0,0.0,0.0,0.51,0.71,0.49,0.51,0.0,0.73
power-architect.csv,0.0,0.59,0.0,0.45,0.3,1.0,0.55,0.0,0.54
unbvision.csv,0.51,0.23,0.76,1.0,0.46,0.18,0.34,0.53,0.45
x-ray-mule.csv,0.4,0.97,0.17,0.32,0.44,0.43,0.56,0.51,0.23
