,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.5,0.95,0.63,0.43,0.48
bdbbasic.csv,0.33,0.58,0.64,1.0,0.31
empyrean.csv,1.0,0.45,0.55,0.45,0.62
gnome-jabber.csv,0.47,0.09,0.21,0.17,0.88
nutz.csv,0.62,0.63,0.93,0.47,0.48
