,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.57,0.97,0.44,0.31,0.6
bdbbasic.csv,0.41,0.61,0.54,1.0,0.41
empyrean.csv,1.0,0.5,0.37,0.35,0.76
gnome-jabber.csv,0.69,0.64,0.42,0.43,0.99
nutz.csv,0.68,0.65,0.94,0.48,0.62
