,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.52,0.94,0.66,0.42,0.42
bdbbasic.csv,0.29,0.54,0.61,1.0,0.26
empyrean.csv,1.0,0.4,0.58,0.42,0.63
gnome-jabber.csv,0.77,1.0,0.97,0.95,1.0
nutz.csv,0.67,0.87,0.92,0.42,0.46
