,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.58,0.0,0.47,0.51,0.0
bdbbasic.csv,0.21,0.2,0.22,0.0,0.0
empyrean.csv,0.0,0.18,0.53,0.39,0.4
gnome-jabber.csv,0.82,0.98,0.95,0.96,0.4
nutz.csv,0.53,0.7,0.01,0.12,0.4
