,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.19,0.96,0.01,0.0,0.15,0.57,0.04,0.42,0.36,0.46,0.24,0.17,0.32,0.43,0.63,0.23,0.27,0.46,0.37,0.23
baadengine.csv,0.78,0.31,0.29,0.52,0.54,0.59,0.0,0.44,0.05,0.7,0.47,0.09,0.21,0.3,0.78,0.13,0.7,0.0,0.66,0.66
bibedt.csv,0.06,0.42,0.0,0.0,0.6,0.58,0.75,0.37,0.57,0.38,0.5,0.96,0.71,0.45,0.05,0.32,0.26,0.09,0.66,0.65
cascading.csv,0.66,0.42,0.0,0.83,0.72,0.63,0.67,0.6,0.65,0.38,0.64,0.49,0.53,0.71,0.6,0.38,0.72,0.09,0.74,0.69
chaosrts.csv,0.46,0.0,0.38,0.91,0.33,0.45,0.0,0.44,0.36,0.64,0.42,0.51,0.43,0.34,0.55,0.42,0.57,0.28,0.8,0.63
exl.csv,0.37,0.4,0.61,0.59,0.57,0.52,0.48,0.6,0.63,0.34,0.62,0.0,0.57,0.55,0.44,0.49,0.54,0.09,0.48,0.75
gnome-jabber.csv,0.36,0.0,0.32,0.0,0.52,0.27,0.62,0.57,0.41,0.69,0.54,0.57,0.49,0.55,0.74,0.31,0.64,0.66,0.59,0.67
gogoego.csv,0.59,0.22,0.0,0.86,0.57,0.46,0.35,0.5,0.41,0.53,0.6,0.0,0.63,0.4,0.48,0.42,0.24,0.61,0.21,0.6
httpcontentparser.csv,0.31,0.22,0.35,0.0,0.55,0.05,0.16,0.56,0.35,0.2,0.83,0.43,0.52,0.53,0.53,0.49,0.52,0.02,0.28,0.52
impala.csv,0.12,0.59,0.32,0.87,0.49,0.46,0.45,0.5,0.49,0.23,0.46,0.5,0.58,0.27,0.18,0.56,0.36,0.44,0.55,0.38
jaxlib.csv,0.33,0.23,0.19,0.0,0.58,0.58,0.52,0.61,0.21,0.55,0.64,0.99,0.54,0.65,0.13,0.28,0.52,0.09,0.68,0.79
jgameai.csv,0.02,0.74,0.01,0.0,0.18,0.66,0.3,0.07,0.07,0.04,0.12,0.54,0.42,0.33,0.0,0.28,0.05,0.47,0.01,0.02
jhotdraw.csv,0.48,0.62,0.0,0.73,0.13,0.58,0.0,0.32,0.62,0.44,0.29,0.44,0.12,0.13,0.51,0.45,0.63,0.02,0.53,0.41
patterntesting.csv,0.0,0.13,0.0,0.17,0.36,0.21,0.58,0.17,0.38,0.69,0.09,0.0,0.41,0.46,0.05,0.42,0.32,0.68,0.21,0.0
pokeglobal.csv,0.51,0.37,0.0,0.94,0.73,0.41,0.05,0.51,0.48,0.09,0.76,0.0,0.59,0.48,0.54,0.62,0.71,0.09,0.48,0.69
snakeyaml.csv,0.34,0.0,0.26,0.92,0.57,0.35,0.64,0.49,0.67,0.38,0.49,0.0,0.24,0.42,0.66,0.05,0.39,0.15,0.28,0.7
unflobtactical.csv,0.71,0.64,0.0,0.62,0.61,0.38,0.35,0.54,0.51,0.81,0.73,0.49,0.68,0.71,0.3,0.38,0.59,0.0,0.62,0.71
werx.csv,0.05,0.41,0.98,0.0,0.13,0.09,0.0,0.24,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.17,0.13,0.0,0.0,0.36
zealos.csv,0.07,0.24,0.09,0.0,0.02,0.18,0.78,0.07,0.04,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.44,0.0
