,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.75,0.31,1.0,0.0,0.71,0.42,0.33,0.27,0.22,0.46,0.11,0.04,0.12,0.61,0.2,0.09,0.79,0.94,0.96,0.6
baadengine.csv,0.93,0.06,0.95,0.01,0.72,0.34,0.31,0.27,0.18,0.49,0.11,0.04,0.2,0.59,0.24,0.12,0.84,0.95,0.91,0.81
bibedt.csv,0.96,0.06,0.94,0.0,0.71,0.31,0.46,0.31,0.19,0.71,0.26,0.2,0.39,0.88,0.25,0.14,0.87,1.0,0.94,0.84
cascading.csv,0.81,0.06,0.97,0.02,0.72,0.33,0.43,0.29,0.25,1.0,0.14,0.04,0.29,0.69,0.16,0.09,0.87,1.0,0.93,0.85
chaosrts.csv,0.87,0.0,0.97,0.03,0.75,0.34,0.31,0.33,0.19,0.48,0.1,0.04,0.2,0.5,0.22,0.1,0.81,0.96,0.98,0.92
exl.csv,0.83,0.05,0.98,0.01,0.6,0.32,0.54,0.27,0.22,0.36,0.19,0.0,0.21,0.63,0.12,0.1,0.79,1.0,0.89,1.0
gnome-jabber.csv,0.91,0.0,0.97,0.0,0.67,0.35,0.47,0.3,0.22,0.49,0.11,0.05,0.19,0.61,0.29,0.08,0.86,0.98,0.93,0.87
gogoego.csv,0.88,0.03,0.97,0.02,0.68,0.25,0.31,0.36,0.14,0.41,0.16,0.0,0.24,0.59,0.12,0.1,0.79,0.97,0.88,0.92
httpcontentparser.csv,0.68,0.03,0.97,0.0,0.67,0.12,1.0,0.28,0.19,0.71,0.28,0.03,0.24,0.67,0.14,0.12,0.77,1.0,0.81,0.83
impala.csv,0.72,0.08,1.0,0.02,0.57,0.29,0.3,0.23,0.16,0.26,0.11,0.04,0.22,0.53,0.17,0.23,0.77,0.94,0.88,0.7
jaxlib.csv,0.85,0.04,0.97,0.0,0.6,0.35,0.58,0.3,0.26,0.39,0.16,0.5,0.36,0.79,0.14,0.09,0.84,1.0,0.91,0.86
jgameai.csv,0.25,0.12,1.0,0.0,0.55,0.49,0.16,0.22,0.07,1.0,0.04,0.08,0.17,0.4,0.0,0.16,1.0,0.94,1.0,1.0
jhotdraw.csv,0.75,0.08,0.98,0.01,0.57,0.31,0.0,0.23,0.44,0.33,0.12,0.03,0.11,0.36,0.19,0.1,0.82,0.67,0.87,0.68
patterntesting.csv,0.75,0.07,0.98,0.01,0.61,0.29,0.34,0.25,0.19,0.67,0.11,0.04,0.22,0.61,0.13,0.12,0.78,0.98,0.88,0.76
pokeglobal.csv,0.73,0.04,0.98,0.04,0.79,0.29,0.31,0.29,0.19,0.39,0.2,0.0,0.22,0.55,0.12,0.14,0.85,1.0,0.89,0.85
snakeyaml.csv,0.66,0.0,0.96,0.03,0.73,0.28,0.49,0.34,0.23,0.77,0.18,0.0,0.5,0.87,0.35,0.03,0.85,1.0,0.87,0.96
unflobtactical.csv,0.83,0.09,0.98,0.01,0.68,0.32,0.64,0.24,0.17,0.59,0.16,0.04,0.32,0.78,0.16,0.09,0.85,0.95,0.9,0.83
werx.csv,0.75,0.08,1.0,0.01,0.59,0.3,0.31,0.23,0.18,0.38,0.11,0.04,0.2,0.57,0.13,0.12,0.78,0.95,0.88,0.67
zealos.csv,0.74,0.14,1.0,0.0,1.0,0.44,0.49,0.36,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.92,0.96,0.0
