,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.28,0.42,0.5,0.33,0.36,0.36,0.44,0.46,0.43,0.42,0.32,0.34,0.3,0.35,0.5,0.36,0.42,0.44,0.38,0.36
checker-framework.csv,0.36,0.42,0.88,0.41,0.95,0.43,0.43,0.53,0.65,0.84,0.6,0.38,0.68,0.4,0.4,0.51,0.66,0.49,0.62,0.44
customsagetv.csv,0.8,0.75,0.0,0.47,0.44,0.35,0.83,0.58,0.5,0.46,0.58,0.51,0.47,0.48,0.89,0.44,0.5,0.65,0.36,0.33
elvishrayrenderer.csv,0.3,0.71,0.49,0.4,0.55,0.75,0.47,0.42,0.54,0.64,0.5,0.34,0.41,0.44,0.59,0.56,0.53,0.44,0.93,0.41
guineu.csv,0.53,0.47,0.5,0.46,0.43,0.51,0.43,0.78,0.59,0.61,0.45,0.56,0.45,0.96,0.9,0.98,0.61,0.46,0.5,0.63
inkscape.csv,0.44,0.47,0.49,0.4,0.95,0.46,0.59,0.58,0.55,0.94,0.42,0.4,0.32,0.42,0.4,0.53,0.54,0.49,0.39,0.47
mesa3d.csv,0.39,0.88,0.67,0.0,0.62,0.46,0.41,0.81,0.58,0.55,0.58,0.5,0.86,0.36,0.88,0.49,0.59,0.76,0.5,0.41
nsis.csv,0.43,0.49,0.56,0.83,0.45,0.4,0.72,0.63,0.58,0.6,0.38,0.48,0.57,0.99,0.58,0.8,0.57,0.55,0.46,0.49
octave.csv,0.56,0.53,0.86,0.54,0.6,0.71,0.45,0.96,0.58,0.67,0.48,0.78,0.51,0.59,0.46,0.79,0.56,0.7,0.82,0.46
oorexx.csv,0.45,0.77,0.8,0.58,0.42,0.48,0.45,0.59,0.48,0.42,0.75,0.6,0.37,0.66,0.83,0.93,0.49,0.56,0.4,0.34
owfs.csv,0.31,0.42,0.49,0.48,0.4,0.37,0.41,0.54,0.43,0.45,0.38,0.39,0.58,0.44,0.44,0.49,0.43,0.49,0.41,0.37
owlib.csv,0.3,0.37,0.33,0.31,0.38,0.35,0.31,0.33,0.37,0.37,0.35,0.34,0.3,0.33,0.45,0.36,0.37,0.39,0.39,0.26
prelude.csv,0.32,0.4,0.46,0.42,0.36,0.34,0.41,0.55,0.43,0.43,0.39,0.36,0.33,0.42,0.45,0.42,0.42,0.47,0.39,0.32
robocode.csv,0.37,0.47,0.0,0.5,0.47,0.34,0.42,0.59,0.47,0.41,0.44,0.4,0.45,0.35,0.56,0.39,0.48,0.62,0.39,0.33
tencompetence.csv,0.91,0.58,0.63,0.82,0.95,0.95,0.75,0.7,0.91,0.91,0.76,0.93,0.81,0.99,0.89,0.71,0.96,0.65,0.54,0.52
trinitycore.csv,0.94,0.97,0.55,0.53,0.54,0.47,0.65,0.61,0.54,0.57,0.33,0.94,0.76,0.39,0.86,0.47,0.52,0.75,0.58,0.5
uwom-server.csv,0.95,0.72,0.0,0.5,0.58,0.47,0.65,0.52,0.51,0.46,0.36,0.94,0.58,0.45,0.83,0.73,0.51,0.89,0.56,0.38
xfce.csv,0.29,0.47,0.73,0.47,0.53,0.37,0.44,0.43,0.48,0.44,0.44,0.38,0.42,0.41,0.45,0.44,0.48,0.41,0.59,0.39
zengine.csv,0.31,0.4,0.42,0.36,0.39,0.36,0.43,0.57,0.44,0.48,0.41,0.37,0.32,0.43,0.4,0.41,0.43,0.48,0.39,0.37
zildo.csv,0.45,0.37,0.5,0.39,0.65,0.47,0.73,0.42,0.49,0.5,0.65,0.42,0.43,0.4,0.53,0.41,0.49,0.58,0.44,0.33
