,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.55,0.4,0.46,0.41,0.56
elmo.csv,0.75,0.0,0.98,0.9,0.83
mscore.csv,0.88,0.51,0.62,0.5,0.47
tolven.csv,0.51,0.92,0.98,0.57,0.86
xbplayer.csv,0.5,0.65,0.97,0.94,0.84
