,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.17,0.56,0.98,0.55,0.53
elmo.csv,0.89,0.0,0.2,0.09,0.06
mscore.csv,0.31,0.49,0.54,0.54,0.99
tolven.csv,0.19,0.3,0.27,0.97,0.09
xbplayer.csv,0.0,0.98,0.16,0.52,0.38
