,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.09,0.44,0.99,0.44,0.61
elmo.csv,1.0,0.0,0.62,0.2,0.67
mscore.csv,0.25,0.36,0.67,0.45,1.0
tolven.csv,0.11,0.67,0.9,0.97,0.86
xbplayer.csv,0.0,1.0,0.91,0.82,0.94
