,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.39,0.43,0.43,0.51,0.64,0.52,0.48
encog-java.csv,0.64,0.96,0.67,0.96,0.85,0.69,0.8
h2database.csv,0.66,0.6,0.89,0.46,0.96,0.65,0.95
haphazard.csv,0.98,0.98,0.48,0.47,0.69,0.72,0.78
jaql.csv,0.37,0.41,0.54,0.46,0.48,0.45,0.54
raven-monitoring.csv,0.57,0.55,0.56,0.6,0.96,0.5,0.69
v8.csv,0.99,0.73,0.41,0.48,0.6,0.47,0.49
