,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.13,0.14,0.48,0.52,0.61,0.23,0.93
encog-java.csv,0.26,0.12,0.33,0.81,0.63,0.12,1.0
h2database.csv,0.22,0.28,0.56,0.59,0.79,0.2,0.95
haphazard.csv,0.12,0.09,0.43,0.38,0.34,0.39,0.92
jaql.csv,0.16,0.17,0.5,0.66,0.63,0.14,0.97
raven-monitoring.csv,0.09,0.08,0.64,0.45,0.28,0.3,0.94
v8.csv,0.05,0.19,0.37,0.33,0.39,0.19,0.99
