,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,1.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,79.0,1.0,77.0,2.0,1.0,3.0,12.0,2.0,0.0,8.0,0.0,0.0
bzbyte.csv,1.0,0.0,1.0,0.0,47.0,10.0,10.0,20.0,2.0,0.0,11.0,25.0,3.0,10.0,4.0,5.0,0.0,5.0,0.0,3.0
carabiner.csv,1.0,1.0,9.0,0.0,22.0,2.0,5.0,2.0,7.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
chipster.csv,13.0,0.0,0.0,0.0,14.0,2.0,6.0,4.0,6.0,0.0,19.0,2.0,2.0,9.0,5.0,4.0,0.0,5.0,1.0,1.0
continuum-ide.csv,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,79.0,0.0,77.0,0.0,78.0,0.0,3.0,0.0,0.0,1.0,0.0,50.0
ctrlr.csv,0.0,1.0,1.0,1.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,121.0,2.0,63.0,57.0,7.0,0.0,72.0,55.0,0.0
galaxium.csv,1.0,1.0,6.0,0.0,34.0,4.0,1.0,6.0,79.0,0.0,77.0,0.0,2.0,1.0,6.0,3.0,1.0,3.0,0.0,0.0
ingex.csv,9.0,0.0,8.0,0.0,30.0,2.0,3.0,4.0,1.0,0.0,11.0,14.0,0.0,4.0,2.0,3.0,1.0,17.0,1.0,0.0
itext.csv,10.0,0.0,5.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,77.0,2.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
jgnash.csv,62.0,6.0,2.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0
jppf-project.csv,1.0,2.0,9.0,1.0,67.0,12.0,10.0,22.0,2.0,0.0,11.0,3.0,3.0,10.0,5.0,9.0,0.0,8.0,0.0,3.0
jsr308-langtools.csv,1.0,0.0,1.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,17.0,6.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0
lite.csv,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,79.0,0.0,77.0,3.0,0.0,1.0,2.0,0.0,0.0,72.0,0.0,0.0
octet.csv,0.0,0.0,10.0,0.0,24.0,5.0,1.0,15.0,2.0,0.0,77.0,11.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0
owfs.csv,0.0,0.0,4.0,0.0,9.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
sidekar.csv,2.0,0.0,4.0,0.0,24.0,0.0,2.0,17.0,3.0,0.0,13.0,14.0,0.0,1.0,4.0,3.0,1.0,4.0,0.0,1.0
stemkit.csv,62.0,65.0,3.0,0.0,169.0,49.0,55.0,216.0,79.0,99.0,0.0,121.0,78.0,63.0,57.0,55.0,74.0,72.0,55.0,4.0
ta3d.csv,7.0,1.0,13.0,1.0,40.0,10.0,6.0,21.0,0.0,0.0,9.0,0.0,2.0,5.0,5.0,8.0,0.0,7.0,0.0,0.0
tigermud.csv,4.0,0.0,10.0,0.0,6.0,6.0,7.0,6.0,1.0,0.0,5.0,3.0,0.0,8.0,16.0,1.0,0.0,7.0,0.0,0.0
utgb.csv,12.0,0.0,5.0,0.0,18.0,0.0,5.0,6.0,2.0,0.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0
