,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.46,0.13,0.29,0.08,0.2,0.05,0.28,0.0,0.07,0.25,0.07,0.14,0.12,0.23,0.25,0.1,0.06,0.39,0.29,0.12
bzbyte.csv,0.94,0.84,0.45,0.58,0.76,0.75,0.97,0.76,1.0,0.75,0.99,0.76,0.92,0.93,0.94,0.8,0.11,0.9,0.43,1.0
carabiner.csv,1.0,0.45,0.58,0.24,0.36,0.3,0.44,0.35,0.39,0.12,0.26,0.45,0.52,0.4,0.43,0.46,0.39,0.02,0.38,0.25
chipster.csv,0.85,0.39,0.0,0.21,0.33,0.25,0.49,0.42,0.2,0.38,0.36,0.37,0.48,0.8,0.12,0.15,0.06,0.14,0.29,0.75
continuum-ide.csv,0.0,0.03,0.04,0.0,0.05,0.05,0.0,0.05,0.0,0.12,0.01,0.07,0.02,0.0,0.06,0.05,0.06,0.08,0.0,0.0
ctrlr.csv,0.04,0.03,0.04,0.03,0.0,0.0,0.05,0.03,0.03,0.0,0.0,0.07,0.1,0.03,0.0,0.17,0.06,0.04,0.05,0.0
galaxium.csv,0.21,0.39,0.48,0.11,0.39,0.4,0.36,0.24,0.0,0.0,0.04,0.0,0.04,0.1,0.14,0.39,0.61,0.37,0.52,0.0
ingex.csv,0.56,0.19,0.28,0.42,0.36,0.2,0.18,0.27,0.47,0.12,0.19,0.32,0.04,0.2,0.31,0.41,0.22,0.37,0.29,0.19
itext.csv,0.35,0.03,0.27,0.13,0.19,0.1,0.33,0.27,0.15,0.38,0.07,0.1,0.24,0.0,0.1,0.27,0.0,0.06,0.19,0.06
jgnash.csv,0.08,0.19,0.09,0.03,0.0,0.0,0.26,0.11,0.1,0.12,0.06,0.08,0.26,0.07,0.06,0.29,0.17,0.04,0.1,0.06
jppf-project.csv,0.75,0.97,0.89,0.87,0.88,1.0,1.0,0.96,1.0,0.0,1.0,0.85,1.0,1.0,0.94,0.85,0.72,0.96,1.0,1.0
jsr308-langtools.csv,0.5,0.39,0.3,0.18,0.4,0.0,0.49,0.34,0.31,0.12,0.47,0.32,0.64,0.27,0.06,0.51,0.11,0.18,0.29,0.56
lite.csv,0.48,0.0,0.03,0.03,0.02,0.0,0.18,0.01,0.02,0.0,0.01,0.08,0.14,0.1,0.06,0.0,0.0,0.02,0.19,0.0
octet.csv,0.52,0.29,0.7,0.18,0.41,0.5,0.69,0.79,1.0,0.5,0.08,0.28,0.18,0.6,0.0,0.41,0.33,0.24,0.57,0.19
owfs.csv,0.0,0.23,0.11,0.05,0.25,0.15,0.23,0.17,0.07,0.0,0.07,0.11,0.16,0.07,0.06,0.07,0.22,0.0,0.24,0.12
sidekar.csv,0.31,0.65,0.52,0.0,0.59,0.25,0.69,0.58,0.24,0.25,0.18,0.55,0.56,0.43,0.39,0.61,0.44,0.51,0.24,0.44
stemkit.csv,0.02,0.0,0.03,0.0,0.01,0.0,0.0,0.02,0.07,0.0,0.0,0.03,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.25
ta3d.csv,0.52,0.68,0.9,0.84,0.74,0.75,0.87,0.76,0.49,0.88,0.93,0.67,0.74,0.57,0.69,0.95,0.89,0.92,0.43,0.0
tigermud.csv,0.19,0.48,0.65,0.37,0.11,0.4,0.77,0.45,0.46,0.88,0.1,0.71,0.18,0.67,0.59,0.49,0.44,0.86,0.33,0.0
utgb.csv,0.31,0.0,0.35,0.13,0.26,0.0,0.31,0.12,0.07,0.0,0.11,0.06,0.46,0.1,0.16,0.41,0.33,0.24,0.43,0.31
