,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.74,0.42,0.34,0.23,0.44,0.58,0.51,1.0,0.0,0.28,0.0,0.36,0.12,0.42,0.17,0.31,0.33,0.26,0.2,0.36
bzbyte.csv,0.24,0.44,0.6,0.61,0.51,0.58,0.13,0.58,0.0,0.55,0.05,0.58,0.3,0.27,0.23,0.54,0.96,0.34,0.7,0.0
carabiner.csv,0.0,0.57,0.55,0.54,0.67,0.44,0.71,0.41,0.27,0.69,0.2,0.66,0.53,0.74,0.45,0.59,0.42,1.0,0.49,0.38
chipster.csv,0.39,0.53,0.96,0.52,0.61,0.56,0.62,0.72,0.12,0.54,0.2,0.61,0.34,0.46,0.33,0.16,0.38,0.21,0.33,0.42
continuum-ide.csv,0.11,0.07,0.11,0.15,0.1,0.2,0.95,0.09,0.0,0.19,0.0,0.27,0.0,0.22,0.17,0.32,0.15,0.21,0.04,0.0
ctrlr.csv,0.11,0.07,0.1,0.04,0.05,0.04,0.0,0.02,0.99,0.02,0.2,0.0,0.28,0.0,0.0,0.09,0.06,0.0,0.0,0.17
galaxium.csv,0.4,0.58,0.64,0.49,0.54,0.49,0.55,0.54,0.0,0.24,0.0,0.98,0.04,0.43,0.33,0.54,0.49,0.44,0.31,0.13
ingex.csv,0.2,0.13,0.27,0.54,0.57,0.37,0.21,0.34,0.6,0.29,0.37,0.54,0.94,0.11,0.33,0.3,0.21,0.17,0.23,0.2
itext.csv,0.57,0.42,0.51,0.43,0.4,0.58,0.44,0.53,0.17,0.46,0.0,0.56,0.28,1.0,0.48,0.44,0.22,0.17,0.27,0.24
jgnash.csv,0.0,0.07,0.15,0.19,0.9,0.09,0.21,0.29,0.06,0.06,0.2,0.27,0.32,0.25,0.17,0.62,0.21,0.11,0.2,0.11
jppf-project.csv,0.6,0.13,0.36,0.42,0.38,0.0,0.0,0.17,0.0,1.0,0.0,0.46,0.0,0.0,0.24,0.4,0.57,0.17,0.0,0.0
jsr308-langtools.csv,0.61,0.55,0.48,0.41,0.69,1.0,0.53,0.76,0.28,0.3,0.36,0.61,0.67,0.56,0.48,0.66,0.42,0.31,0.35,0.6
lite.csv,0.54,0.04,0.06,0.1,0.15,0.12,0.46,0.09,0.0,0.06,0.0,0.39,0.09,0.11,0.34,1.0,0.17,0.0,0.11,0.11
octet.csv,0.6,0.41,0.51,0.47,0.66,0.67,0.67,0.54,0.0,0.52,0.0,0.54,0.32,0.71,0.88,0.6,0.32,0.58,0.45,0.27
owfs.csv,1.0,0.33,0.25,0.44,0.48,0.57,0.51,0.51,0.06,0.22,0.38,0.45,0.43,0.52,0.34,0.38,0.19,0.22,0.17,0.3
sidekar.csv,0.57,0.62,0.6,1.0,0.65,0.92,0.59,0.72,0.06,0.6,0.2,0.69,0.55,0.63,0.69,0.7,0.38,0.72,0.44,0.45
stemkit.csv,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
ta3d.csv,0.6,0.53,0.34,0.42,0.41,0.48,0.4,0.51,0.66,0.39,0.27,0.59,0.5,0.57,0.69,0.18,0.37,0.29,0.62,1.0
tigermud.csv,0.11,0.37,0.47,0.28,0.41,0.3,0.52,0.39,0.36,0.34,0.2,0.44,0.17,0.51,0.43,0.58,0.58,0.41,0.87,0.11
utgb.csv,0.4,0.98,0.42,0.36,0.4,0.38,0.28,0.29,0.06,0.24,0.38,0.27,0.6,0.15,0.48,0.65,0.29,0.4,0.16,0.33
