,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.27,0.76,0.42,0.8,0.26,0.94,0.42,1.0,0.0,0.92,0.0,0.48,0.33,0.65,0.07,0.5,0.94,0.2,0.5,0.85
bzbyte.csv,0.18,0.51,0.49,0.67,0.14,0.63,0.3,0.29,0.26,0.92,0.08,0.32,0.36,0.52,0.11,0.3,0.97,0.29,0.74,0.67
carabiner.csv,0.17,0.59,0.41,0.78,0.25,0.67,0.43,0.27,0.18,0.98,0.05,0.38,0.38,0.69,0.12,0.32,0.76,0.96,0.67,0.75
chipster.csv,0.14,0.6,1.0,0.79,0.24,0.76,0.37,0.39,0.14,0.94,0.04,0.4,0.27,0.49,0.25,0.25,0.95,0.36,0.62,0.6
continuum-ide.csv,1.0,0.67,0.6,1.0,0.22,0.83,1.0,0.33,0.0,0.94,0.0,0.57,0.0,1.0,0.25,0.67,0.88,0.5,1.0,0.0
ctrlr.csv,0.33,0.67,0.56,0.67,1.0,1.0,0.0,0.17,0.91,1.0,1.0,0.0,0.58,0.0,0.0,0.12,0.75,0.0,0.0,1.0
galaxium.csv,0.27,0.62,0.49,0.88,0.19,0.64,0.39,0.42,0.0,1.0,0.0,1.0,0.33,0.81,0.22,0.33,0.73,0.32,0.48,1.0
ingex.csv,0.06,0.4,0.36,0.68,0.21,0.71,0.3,0.28,0.32,0.96,0.12,0.39,0.93,0.33,0.11,0.19,0.71,0.14,0.54,0.67
itext.csv,0.25,0.93,0.54,0.83,0.24,0.89,0.35,0.39,0.25,0.93,0.0,0.67,0.37,1.0,0.38,0.35,1.0,0.5,0.67,0.88
jgnash.csv,0.0,0.25,0.47,0.91,1.0,1.0,0.23,0.45,0.14,0.83,0.2,0.53,0.38,0.78,0.25,0.43,0.77,0.5,0.75,0.75
jppf-project.csv,0.2,0.52,0.39,0.65,0.14,0.57,0.3,0.27,0.26,1.0,0.08,0.31,0.37,0.53,0.13,0.22,0.77,0.31,0.62,0.69
jsr308-langtools.csv,0.21,0.61,0.5,0.77,0.24,1.0,0.32,0.44,0.22,0.96,0.06,0.43,0.44,0.69,0.5,0.34,0.91,0.4,0.65,0.72
lite.csv,0.19,1.0,0.5,0.83,0.5,1.0,0.5,0.67,0.0,1.0,0.0,0.63,0.22,0.5,0.4,1.0,1.0,0.0,0.43,1.0
octet.csv,0.21,0.59,0.37,0.79,0.22,0.69,0.37,0.28,0.26,0.92,0.0,0.43,0.47,0.62,1.0,0.35,0.73,0.5,0.57,0.73
owfs.csv,1.0,0.59,0.56,0.93,0.23,0.84,0.47,0.49,0.2,1.0,0.29,0.58,0.58,0.89,0.4,0.62,0.69,1.0,0.5,0.82
sidekar.csv,0.27,0.57,0.46,1.0,0.18,0.85,0.32,0.35,0.07,0.96,0.07,0.37,0.38,0.63,0.2,0.34,0.71,0.41,0.74,0.68
stemkit.csv,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
ta3d.csv,0.21,0.51,0.4,0.58,0.1,0.56,0.29,0.24,0.34,0.92,0.08,0.31,0.34,0.55,0.17,0.17,0.77,0.29,0.71,1.0
tigermud.csv,0.09,0.44,0.35,0.53,0.36,0.5,0.3,0.22,0.21,0.89,0.12,0.22,0.31,0.5,0.09,0.31,0.8,0.28,0.82,1.0
utgb.csv,0.2,1.0,0.43,0.8,0.19,1.0,0.25,0.42,0.2,1.0,0.2,0.62,0.44,0.57,0.27,0.37,0.7,0.4,0.36,0.67
