,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.82,0.37,0.3,0.19,0.4,0.53,0.47,1.0,0.0,0.24,0.0,0.31,0.1,0.38,0.14,0.27,0.28,0.23,0.17,0.31
bzbyte.csv,1.0,0.77,0.62,0.69,0.72,0.87,0.94,0.89,1.0,0.79,1.0,0.89,0.9,0.88,0.86,0.93,0.98,0.86,0.74,0.94
carabiner.csv,1.0,0.57,0.59,0.5,0.68,0.4,0.76,0.38,0.24,0.65,0.17,0.69,0.55,0.79,0.43,0.6,0.39,1.0,0.46,0.34
chipster.csv,0.64,0.51,0.95,0.48,0.6,0.53,0.65,0.77,0.1,0.52,0.17,0.6,0.31,0.68,0.29,0.13,0.33,0.18,0.29,0.51
continuum-ide.csv,0.09,0.06,0.09,0.12,0.08,0.17,0.94,0.07,0.0,0.16,0.0,0.23,0.0,0.18,0.14,0.27,0.12,0.18,0.03,0.0
ctrlr.csv,0.09,0.06,0.08,0.03,0.04,0.03,0.0,0.02,1.0,0.02,0.17,0.0,0.24,0.0,0.0,0.07,0.05,0.0,0.0,0.14
galaxium.csv,0.36,0.57,0.68,0.44,0.52,0.47,0.53,0.5,0.0,0.2,0.0,0.97,0.03,0.38,0.29,0.53,0.53,0.41,0.29,0.11
ingex.csv,0.18,0.11,0.23,0.53,0.56,0.33,0.18,0.3,0.62,0.25,0.33,0.51,0.93,0.09,0.29,0.27,0.18,0.14,0.2,0.17
itext.csv,0.55,0.37,0.47,0.38,0.36,0.53,0.41,0.5,0.14,0.43,0.0,0.51,0.24,1.0,0.43,0.4,0.18,0.14,0.23,0.2
jgnash.csv,0.0,0.06,0.12,0.16,0.88,0.07,0.18,0.25,0.05,0.05,0.17,0.23,0.28,0.21,0.14,0.6,0.18,0.09,0.17,0.09
jppf-project.csv,0.91,0.94,0.82,0.94,0.84,0.9,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,0.67,0.77,1.0,1.0,1.0
jsr308-langtools.csv,0.64,0.54,0.44,0.36,0.72,1.0,0.53,0.79,0.24,0.26,0.33,0.6,0.86,0.53,0.43,0.73,0.37,0.27,0.31,0.66
lite.csv,0.55,0.03,0.05,0.08,0.12,0.1,0.41,0.07,0.0,0.05,0.0,0.34,0.07,0.09,0.29,1.0,0.14,0.0,0.09,0.09
octet.csv,0.64,0.37,0.61,0.42,0.68,0.73,0.94,0.88,1.0,0.52,0.0,0.51,0.28,0.88,0.86,0.6,0.28,0.55,0.46,0.23
owfs.csv,1.0,0.29,0.21,0.39,0.44,0.53,0.47,0.46,0.05,0.18,0.33,0.4,0.38,0.47,0.29,0.33,0.16,0.18,0.14,0.26
sidekar.csv,0.55,0.77,0.64,1.0,0.76,0.97,0.76,0.88,0.05,0.57,0.17,0.8,0.59,0.65,0.71,0.87,0.35,0.82,0.4,0.43
stemkit.csv,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
ta3d.csv,0.64,0.63,0.88,0.69,0.48,0.63,0.82,0.7,0.71,0.86,1.0,0.74,0.66,0.62,1.0,0.53,0.93,0.86,0.63,1.0
tigermud.csv,0.09,0.34,0.52,0.25,0.36,0.27,0.76,0.36,0.33,0.62,0.17,0.51,0.14,0.59,0.43,0.6,0.58,0.77,0.94,0.09
utgb.csv,0.36,0.97,0.39,0.31,0.36,0.33,0.24,0.25,0.05,0.2,0.33,0.23,0.62,0.12,0.43,0.67,0.25,0.36,0.14,0.29
