,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,4.0,6.0,0.0,12.0
n2cms.csv,0.0,8.0,0.0,6.0
nassp.csv,2.0,5.0,6.0,4.0
nug.csv,2.0,8.0,0.0,11.0
