,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.68,0.48,0.73,0.71
n2cms.csv,0.43,0.54,0.92,0.61
nassp.csv,0.76,0.73,0.77,0.33
nug.csv,0.76,0.87,0.33,0.71
