,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.79,0.62,0.35,0.5
n2cms.csv,0.49,0.42,0.34,0.36
nassp.csv,0.87,0.79,0.56,0.53
nug.csv,0.42,0.9,0.62,0.59
