,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.42,0.46,0.43,0.28
n2cms.csv,0.64,0.38,0.31,0.43
nassp.csv,0.34,0.29,0.3,0.58
nug.csv,0.57,0.17,0.68,0.29
