,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.22,0.22,0.64,0.41
n2cms.csv,0.3,0.4,0.75,0.61
nassp.csv,0.15,0.17,0.31,0.22
nug.csv,0.74,0.13,0.28,0.5
