,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,7.0,0.0,3.0,0.0,0.0,2.0,166.0,21.0,2.0,1.0,3.0,0.0
freedom-erp.csv,1.0,8.0,0.0,144.0,2.0,0.0,0.0,107.0,0.0,1.0,0.0,0.0
javaprofiler.csv,13.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,0.0
jmoney.csv,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0
jsidplay2.csv,6.0,7.0,1.0,9.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0
reaper3d.csv,11.0,2.0,1.0,0.0,3.0,2.0,1.0,12.0,1.0,1.0,3.0,0.0
servicestack.csv,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0
springside.csv,3.0,8.0,1.0,1.0,3.0,3.0,1.0,31.0,7.0,6.0,5.0,0.0
swtfox.csv,16.0,6.0,3.0,0.0,0.0,0.0,3.0,6.0,10.0,1.0,5.0,0.0
synecdoche.csv,3.0,9.0,1.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
tmva.csv,13.0,4.0,1.0,0.0,4.0,0.0,1.0,26.0,2.0,1.0,0.0,0.0
wsmt.csv,5.0,5.0,1.0,11.0,0.0,0.0,0.0,107.0,1.0,0.0,2.0,0.0
