,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.24,0.63,0.51,0.37,0.54,0.17,0.0,0.16,0.27,0.67,0.1,0.66
freedom-erp.csv,0.67,0.23,0.5,0.0,0.23,0.19,0.75,0.0,0.11,0.23,0.49,0.03
javaprofiler.csv,0.44,0.39,0.55,0.55,0.42,0.66,0.73,0.08,0.55,0.39,0.49,0.73
jmoney.csv,0.81,0.59,0.8,0.45,0.38,0.5,0.55,0.19,0.55,0.6,0.49,0.4
jsidplay2.csv,0.59,0.2,0.84,0.24,0.44,0.37,0.75,0.07,0.42,0.63,0.35,0.47
reaper3d.csv,0.47,0.44,0.73,0.37,0.39,0.16,0.71,0.27,0.29,0.31,0.49,0.39
servicestack.csv,0.08,0.14,0.03,0.17,0.27,0.09,0.02,0.24,0.65,0.19,0.06,0.12
springside.csv,0.51,0.52,0.6,0.68,0.36,0.52,0.57,0.15,0.49,0.28,0.51,0.3
swtfox.csv,0.22,0.53,0.44,0.35,0.64,0.4,0.29,0.11,0.06,0.44,0.43,0.65
synecdoche.csv,0.57,0.46,0.83,0.29,0.48,0.66,0.79,0.22,0.32,0.67,0.67,0.44
tmva.csv,0.54,0.42,0.84,0.58,0.44,0.82,0.73,0.17,0.41,0.64,0.67,0.68
wsmt.csv,0.3,0.31,0.1,0.26,0.16,0.07,0.06,0.0,0.37,0.81,0.06,0.65
