,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.83,0.41,0.91,0.74,0.57,0.91,1.0,0.62,0.83,0.75,0.97,0.71
freedom-erp.csv,0.38,0.84,0.66,1.0,0.9,0.9,0.43,1.0,0.94,0.91,0.83,0.99
javaprofiler.csv,0.72,0.82,0.67,0.63,0.72,0.7,1.0,0.84,0.49,0.81,0.78,0.41
jmoney.csv,0.19,0.57,0.43,0.61,0.79,0.74,0.6,0.55,0.49,0.9,0.68,0.75
jsidplay2.csv,0.48,0.88,0.33,0.83,0.94,0.77,0.93,0.9,0.68,0.61,0.76,0.91
reaper3d.csv,0.6,0.63,0.64,0.71,0.7,0.92,0.71,0.39,0.79,0.9,0.86,0.77
servicestack.csv,0.95,0.93,0.98,0.9,0.83,0.95,0.99,0.75,0.32,0.89,0.97,0.93
springside.csv,0.54,0.81,0.65,0.34,0.81,0.69,0.63,0.77,0.55,0.92,0.74,0.82
swtfox.csv,0.89,0.53,0.79,0.86,0.42,0.8,0.84,0.78,0.99,0.76,0.76,0.64
synecdoche.csv,0.51,0.77,0.37,0.8,0.83,0.54,0.64,0.5,0.82,0.75,0.4,0.73
tmva.csv,0.71,0.74,0.85,0.6,0.99,0.37,1.0,0.6,1.0,0.8,0.51,0.93
wsmt.csv,0.77,0.79,0.95,0.82,0.9,0.97,0.97,1.0,0.84,0.28,0.97,0.61
