,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,1.0,0.0,3.0,2.0,113.0,0.0,0.0,2.0,0.0,63.0
critterding.csv,0.0,3.0,10.0,2.0,6.0,1.0,8.0,2.0,0.0,8.0
enlightenment.csv,0.0,2.0,14.0,0.0,6.0,1.0,9.0,3.0,0.0,10.0
exordium.csv,0.0,0.0,1.0,0.0,2.0,0.0,67.0,1.0,0.0,0.0
google-caja.csv,0.0,1.0,7.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0
itext.csv,1.0,1.0,7.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0
lockss.csv,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
modplug.csv,4.0,1.0,4.0,1.0,4.0,0.0,7.0,2.0,0.0,1.0
reactos-mirror.csv,1.0,5.0,17.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0
yafdotnet.csv,6.0,1.0,8.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0
