,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.93,0.8,0.56,0.89,1.0,0.83,0.24,0.83,0.68,1.0
critterding.csv,0.66,0.47,0.75,0.72,0.96,0.6,0.8,0.86,0.51,0.64
enlightenment.csv,0.51,1.0,1.0,0.49,1.0,0.96,1.0,0.48,0.88,1.0
exordium.csv,0.99,0.58,0.31,0.99,0.68,0.42,1.0,0.61,0.74,0.82
google-caja.csv,0.64,0.66,0.61,0.54,0.85,0.3,0.37,0.98,0.45,0.38
itext.csv,0.62,0.66,0.68,0.56,0.64,1.0,0.45,0.84,0.37,0.31
lockss.csv,0.92,0.8,0.33,0.75,0.55,0.52,0.53,0.69,0.9,0.5
modplug.csv,0.82,0.69,0.66,0.76,0.82,0.61,0.7,0.96,0.32,0.38
reactos-mirror.csv,0.47,0.49,0.81,0.52,0.57,0.52,1.0,0.74,0.5,0.64
yafdotnet.csv,0.74,0.7,0.53,0.71,0.9,0.74,0.74,0.37,0.56,0.38
