,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.81,0.76,0.8,0.73,0.36
freenet.csv,0.83,0.77,0.66,0.65,0.31
mediaportal.csv,0.43,0.4,0.24,0.46,0.43
onotoa.csv,0.79,0.61,0.79,0.56,0.23
sqlpower-library.csv,0.76,0.79,0.69,0.67,0.32
