,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.79,0.68,0.81,0.76,0.25
freenet.csv,0.8,0.79,0.85,0.49,0.19
mediaportal.csv,0.87,0.91,0.69,0.75,0.35
onotoa.csv,0.73,0.76,0.86,0.49,0.16
sqlpower-library.csv,0.86,0.68,0.84,0.5,0.19
