,recall,precision,pf,pci_20,ifa,wins
alembik.csv,0.255,0.65,0.16,0.77,1.0,15
arsenal-1.csv,0.27,0.5,0.14500000000000002,0.775,0.0,16
atomsite.csv,0.76,0.47,0.675,0.38,1.0,5
barracudamvc.csv,0.93,0.405,0.975,0.375,1.5,0
emisview.csv,0.33999999999999997,0.55,0.21,0.575,1.0,12
findbugs.csv,0.6699999999999999,0.44,0.635,0.53,1.5,3
jitterbit.csv,0.7,0.49,0.59,0.43,1.0,9
lite.csv,0.45499999999999996,0.5800000000000001,0.355,0.535,0.5,14
megasquirtavr.csv,0.48,0.435,0.565,0.56,1.0,6
ontopia.csv,0.495,0.5,0.49,0.45,0.5,10
openintents.csv,0.765,0.5549999999999999,0.6699999999999999,0.385,0.0,13
rectracker.csv,0.89,0.415,0.84,0.39,0.5,7
stajistics.csv,0.86,0.48,0.8200000000000001,0.35,1.0,4
trackit.csv,0.41000000000000003,0.39,0.44,0.665,1.5,2
wxlua.csv,0.495,0.54,0.415,0.665,1.5,11
x4x.csv,0.69,0.415,0.605,0.49,1.5,1
xharbour.csv,0.77,0.45999999999999996,0.555,0.4,1.0,8
