,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.14,0.47,0.36,0.26,0.25,0.13,0.45,0.0,0.77,0.26,0.12,0.38,0.15,0.12,0.53,0.21,0.57,0.0
arsenal-1.csv,0.5,0.4,0.34,0.8,0.35,0.35,0.27,0.7,0.09,0.17,0.0,0.27,0.1,0.12,0.13,0.07,0.13,1.0
atomsite.csv,0.81,0.71,0.82,0.95,0.95,0.91,0.64,0.89,0.68,0.83,0.41,0.93,0.19,0.45,1.0,0.36,0.7,0.0
barracudamvc.csv,0.88,0.99,0.88,0.72,0.6,0.83,1.0,1.0,0.91,0.96,1.0,0.7,0.93,0.92,0.93,0.96,0.93,1.0
emisview.csv,0.33,0.0,0.29,0.29,0.4,0.35,0.41,0.15,0.82,0.7,0.22,0.6,0.01,0.09,0.6,0.36,0.47,0.0
findbugs.csv,0.76,0.93,0.59,0.76,0.9,0.83,0.32,0.3,0.59,0.3,0.76,0.77,0.12,0.54,0.73,0.61,0.57,1.0
jitterbit.csv,0.98,0.97,0.52,0.7,0.45,0.7,0.64,1.0,0.82,0.48,0.32,0.7,0.24,0.39,0.93,0.75,0.83,1.0
lite.csv,0.74,0.6,0.5,0.63,0.2,0.39,0.36,0.74,0.23,0.39,0.24,0.26,0.41,0.55,0.67,0.5,0.57,0.0
megasquirtavr.csv,0.69,0.91,0.7,0.56,0.45,0.91,0.23,0.67,0.27,0.48,0.78,0.48,0.15,0.79,0.33,0.43,0.4,0.0
ontopia.csv,0.5,0.7,0.46,0.15,0.05,0.74,0.73,0.22,0.59,0.61,0.49,0.16,0.85,0.83,0.87,0.43,0.3,0.0
openintents.csv,0.83,0.46,0.68,0.37,0.1,0.74,0.82,0.85,1.0,1.0,0.27,0.46,0.97,0.55,0.87,0.79,0.67,1.0
rectracker.csv,0.93,0.77,0.84,0.86,0.85,0.91,0.95,0.44,1.0,0.7,1.0,0.93,0.86,1.0,0.87,0.82,1.0,1.0
stajistics.csv,0.74,0.94,0.89,0.82,0.15,0.83,0.91,0.96,0.91,1.0,0.29,0.46,1.0,0.76,0.8,0.89,0.63,1.0
trackit.csv,0.43,0.08,0.0,0.23,0.75,0.3,0.55,0.74,0.5,0.39,0.63,0.47,0.39,0.42,0.93,0.39,0.4,0.0
wxlua.csv,0.43,0.79,0.5,0.32,0.6,0.26,0.77,0.33,0.77,0.39,0.54,0.49,0.82,0.54,0.13,0.39,0.23,1.0
x4x.csv,0.79,0.72,0.29,0.82,0.7,0.87,0.68,0.48,0.86,0.65,0.63,0.68,0.19,0.79,0.93,0.54,0.7,0.0
xharbour.csv,0.83,0.78,0.73,0.91,0.9,0.83,0.41,1.0,0.77,0.57,0.76,0.61,0.51,0.33,0.53,0.86,0.77,1.0
