,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.49,0.92,0.42,0.68,0.4,0.48,0.54,0.45,0.4,0.47,0.41,0.62
gamestone.csv,0.91,0.54,0.79,0.51,0.62,0.0,0.88,0.54,0.89,0.62,0.83,0.8
gbif-providertoolkit.csv,0.67,0.88,0.87,0.63,0.56,0.44,0.5,0.54,0.46,0.65,0.7,0.74
heekscad.csv,0.37,0.62,0.42,0.51,0.42,0.4,0.44,0.45,0.42,0.74,0.38,0.4
igarden.csv,0.5,0.69,0.81,0.5,0.75,0.62,0.83,0.93,0.53,0.94,0.41,0.73
levent.csv,0.49,0.94,0.8,0.93,0.43,0.45,0.47,0.69,0.0,0.95,0.5,0.75
lportal.csv,0.77,0.67,0.88,0.8,0.0,0.86,0.0,0.78,0.72,0.5,0.75,0.75
openmsx.csv,0.46,0.43,0.73,0.33,0.93,0.83,0.92,0.88,0.0,0.65,0.92,0.62
owlapi.csv,0.77,0.94,0.63,0.84,0.38,0.42,0.39,0.56,0.74,0.47,0.45,0.66
pnotepad.csv,0.41,0.57,0.37,0.31,0.33,0.43,0.41,0.5,0.38,0.41,0.34,0.42
quark.csv,0.55,0.67,0.74,0.67,0.89,0.0,0.5,0.94,1.0,0.88,0.56,0.86
xcsoar.csv,0.34,0.67,0.38,0.41,0.4,0.47,0.48,0.52,0.44,0.41,0.34,0.53
