,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,196.5,136.0,296.5,95.5,571.5,99.0,389.0,1305.5,7795.0,196.0,289.5,93.5
gamestone.csv,97.5,173.0,183.0,197.5,283.0,0.0,84.5,1384.0,4876.0,196.0,373.0,93.5
gbif-providertoolkit.csv,97.5,1372.5,296.5,98.5,186.0,99.0,96.5,643.0,198.0,386.0,289.5,98.5
heekscad.csv,196.5,227.5,287.0,95.5,381.5,97.5,291.5,1011.5,198.0,97.5,289.5,98.5
igarden.csv,97.5,67.5,171.0,197.5,449.0,94.5,93.5,1591.0,198.0,95.5,289.5,86.5
levent.csv,196.5,226.5,296.5,90.5,572.5,99.0,291.5,268.5,0.0,192.0,94.5,98.5
lportal.csv,97.5,177.5,197.5,153.0,58.5,94.5,79.5,822.5,2536.0,57.5,81.0,86.5
openmsx.csv,97.5,563.0,98.5,197.5,79.5,92.5,316.5,2315.5,0.0,464.5,88.5,188.0
owlapi.csv,94.5,654.0,296.5,93.5,816.0,99.0,390.0,355.0,4279.0,196.0,289.5,98.5
pnotepad.csv,196.5,78.5,296.5,197.5,761.5,99.0,291.5,3392.5,198.0,196.0,289.5,98.5
quark.csv,196.5,67.5,85.5,86.5,331.0,18.5,21.5,415.5,99.0,304.0,289.5,75.5
xcsoar.csv,196.5,67.5,92.5,192.0,186.0,97.5,193.0,1403.5,198.0,196.0,289.5,93.5
