,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.38,0.37,0.61,0.12,0.12,0.6,0.59,0.99,0.18,0.24
haphazard.csv,0.35,0.17,0.3,0.14,0.0,0.1,0.52,0.55,0.96,0.17
jicarilla.csv,0.33,0.3,0.97,0.0,0.14,0.21,0.05,0.08,0.3,0.21
ondex.csv,0.42,0.28,0.3,0.12,0.12,0.31,0.19,0.45,0.33,0.95
optalgtoolkit.csv,0.52,0.22,0.09,0.15,0.08,0.97,0.39,0.62,0.37,0.28
ossim.csv,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.28,0.36,0.28,0.1,0.04,0.59,0.97,0.64,0.3,0.25
sabbu.csv,0.97,0.34,0.37,0.18,0.18,0.5,0.49,0.34,0.36,0.31
vxl.csv,0.4,0.94,0.64,0.1,0.12,0.0,0.66,0.12,0.0,0.16
zact.csv,0.0,0.05,0.35,0.0,0.83,0.28,0.0,0.0,0.12,0.06
