,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.33,0.64,0.61,0.42,0.52,0.4,0.4,0.35,0.55,0.42,0.36,0.5,0.5,0.42,0.98,0.45,0.48,0.43,0.37
autat.csv,0.33,0.89,0.86,0.65,0.78,0.83,0.89,0.42,0.88,0.7,0.76,0.78,0.89,0.67,0.89,0.94,0.83,0.82,0.6
brlcad.csv,0.33,0.59,0.61,0.9,0.83,0.71,0.83,0.62,0.95,0.52,0.0,0.79,0.59,0.86,0.83,0.94,0.65,0.79,0.91
delphilhlplib.csv,0.31,0.66,0.38,0.69,0.47,0.45,0.57,0.41,0.96,0.43,0.67,0.59,0.75,0.68,0.86,0.79,0.55,0.52,0.46
exordium.csv,0.33,0.95,0.44,0.8,0.59,0.46,0.7,0.41,0.89,0.72,0.65,0.73,0.5,0.93,0.81,0.94,0.75,0.54,0.89
fltk.csv,0.33,1.0,0.71,0.53,0.52,0.5,0.5,0.4,0.96,0.39,0.41,0.62,0.49,0.84,0.93,0.6,0.62,0.57,0.4
google-web-toolkit.csv,0.33,0.71,0.52,0.46,0.57,0.61,0.73,0.44,0.96,0.71,0.41,0.59,0.89,0.53,0.95,0.54,0.63,0.52,0.4
gzigzag.csv,0.33,0.91,0.43,0.76,0.54,0.56,0.67,0.44,0.93,0.47,0.72,0.77,0.69,0.92,0.94,0.76,0.62,0.58,0.6
irrlicht.csv,0.33,0.0,0.38,0.42,0.41,0.39,0.34,0.32,0.0,0.35,0.36,0.5,0.43,0.38,0.49,0.43,0.39,0.9,0.37
mimosa.csv,0.35,0.48,0.39,0.71,0.48,0.4,0.47,0.42,0.47,0.35,0.56,0.54,0.42,0.44,0.51,0.51,0.44,0.43,0.44
mptvseries.csv,0.36,0.42,0.0,0.55,0.5,0.89,0.48,0.41,0.94,0.92,0.41,0.62,0.45,0.89,0.94,0.87,0.57,0.98,0.43
ogre.csv,0.83,0.74,0.51,0.55,0.53,0.43,0.52,0.4,0.45,0.42,0.62,0.48,0.63,0.39,0.47,0.55,0.45,0.48,0.44
openfrag.csv,0.32,0.42,0.38,0.45,0.52,0.45,0.44,0.29,0.68,0.38,0.47,0.46,0.59,0.42,0.56,0.52,0.44,0.47,0.41
qdvdauthor.csv,0.93,0.66,0.76,0.48,0.6,0.73,0.47,0.55,0.8,0.47,0.41,0.65,0.43,0.7,0.99,0.56,0.56,0.69,0.49
qse.csv,0.36,0.99,0.51,0.45,0.56,0.45,0.52,0.33,0.73,0.64,0.41,0.53,0.52,0.37,0.63,0.51,0.51,0.51,0.44
sauerbraten.csv,0.38,0.46,0.58,0.47,0.47,0.45,0.35,0.35,0.46,0.35,0.51,0.54,0.43,0.41,0.58,0.44,0.46,0.48,0.38
toped.csv,0.34,0.64,0.48,0.49,0.48,0.43,0.42,0.36,0.66,0.44,0.37,0.59,0.45,0.71,0.89,0.61,0.57,0.48,0.46
truevision.csv,0.34,0.95,0.42,0.49,0.47,0.78,0.42,0.36,0.82,0.43,0.64,0.55,0.0,0.48,0.65,0.6,0.5,0.46,0.39
zoolib.csv,0.32,1.0,0.53,0.71,0.53,0.46,0.73,0.34,0.96,0.56,0.76,0.65,0.92,0.62,0.92,0.89,0.56,0.62,0.5
