,recall,precision,pf,wins
auber.csv,0.75,0.58,0.58,7
autat.csv,0.28,0.68,0.11,11
brlcad.csv,0.28,0.59,0.22,6
delphilhlplib.csv,0.53,0.71,0.32,14
exordium.csv,0.32,0.75,0.13,18
fltk.csv,0.57,0.68,0.28,16
google-web-toolkit.csv,0.49,0.69,0.27,12
gzigzag.csv,0.35,0.71,0.18,13
irrlicht.csv,1.0,0.48,1.0,0
mimosa.csv,0.78,0.57,0.73,3
mptvseries.csv,0.42,0.68,0.16,15
ogre.csv,0.62,0.5,0.72,1
openfrag.csv,0.66,0.65,0.45,9
qdvdauthor.csv,0.46,0.56,0.52,2
qse.csv,0.67,0.61,0.45,8
sauerbraten.csv,0.79,0.59,0.73,4
toped.csv,0.79,0.59,0.72,5
truevision.csv,0.6,0.68,0.46,10
zoolib.csv,0.45,0.73,0.29,17
