,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.96,0.93,0.69,0.13,0.86,1.0,1.0
flylegacy.csv,0.72,0.69,0.09,0.63,0.74,0.72,0.81
jguard.csv,0.58,0.75,0.78,0.66,0.62,0.04,0.64
mob-sen-plat.csv,0.74,0.0,0.87,0.84,0.85,0.73,0.54
raygina.csv,0.05,0.92,0.7,0.58,0.64,0.93,0.69
upp-mirror.csv,0.66,0.97,0.65,0.59,0.02,0.89,0.77
wishmaster.csv,0.93,0.83,0.86,0.94,0.93,0.77,0.07
