,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.04,0.76,0.32,0.87,0.14,0.0,0.0
flylegacy.csv,0.76,0.76,1.0,0.73,0.91,0.47,0.71
jguard.csv,0.68,0.55,0.71,0.69,0.73,0.97,0.57
mob-sen-plat.csv,0.64,1.0,0.6,0.33,0.36,0.47,0.57
raygina.csv,0.96,0.09,0.51,0.59,0.41,0.1,0.43
upp-mirror.csv,0.36,0.03,0.49,0.46,0.98,0.13,0.29
wishmaster.csv,0.08,0.18,0.14,0.07,0.08,0.3,0.93
