,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.07,0.66,0.47,0.92,0.23,0.0,0.0
flylegacy.csv,0.52,0.7,0.98,0.3,0.76,0.39,0.29
jguard.csv,0.54,0.57,0.73,0.28,0.7,0.97,0.31
mob-sen-plat.csv,0.46,1.0,0.64,0.16,0.42,0.39,0.38
raygina.csv,0.96,0.15,0.6,0.3,0.52,0.13,0.27
upp-mirror.csv,0.44,0.06,0.6,0.33,0.99,0.17,0.22
wishmaster.csv,0.12,0.29,0.25,0.08,0.14,0.32,0.96
