,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.05,0.33,0.37,0.89,0.17,0.0,0.0
flylegacy.csv,0.6,0.62,0.98,0.64,0.62,0.48,0.52
jguard.csv,0.64,0.51,0.54,0.61,0.64,0.97,0.56
mob-sen-plat.csv,0.55,1.0,0.45,0.35,0.37,0.48,0.59
raygina.csv,0.96,0.11,0.51,0.59,0.45,0.12,0.46
upp-mirror.csv,0.41,0.04,0.51,0.5,0.98,0.16,0.33
wishmaster.csv,0.1,0.21,0.17,0.09,0.1,0.34,0.94
