,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.67,0.42,0.86,0.98,0.92,0.0,0.83
flylegacy.csv,0.42,0.39,0.37,0.42,0.39,0.41,0.41
jguard.csv,0.45,0.47,0.38,0.46,0.4,0.67,0.43
mob-sen-plat.csv,0.39,0.36,0.47,0.49,0.52,0.5,0.54
raygina.csv,0.56,0.83,0.53,0.5,0.56,0.75,0.53
upp-mirror.csv,0.69,0.67,0.4,0.67,0.46,0.81,0.5
wishmaster.csv,0.86,0.89,0.9,0.98,0.9,0.81,0.92
