,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.81,0.67,0.34,0.28,0.51
chrysalis.csv,0.45,0.53,0.26,0.52,0.5
mobicents.csv,0.45,0.67,0.37,0.41,0.57
snakeyaml.csv,0.42,0.61,0.46,0.0,0.47
xamj.csv,0.58,0.5,0.3,0.34,0.64
