,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.79,0.85,0.93,0.52,0.81
chrysalis.csv,0.34,0.5,0.74,0.81,0.57
mobicents.csv,0.41,0.67,0.63,0.63,0.59
snakeyaml.csv,0.28,0.57,0.63,0.0,0.4
xamj.csv,0.66,0.42,0.7,0.52,0.69
