,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.5,0.86,0.47,0.9,0.0,0.69,0.43,0.5,0.45,0.52,0.75,0.91,0.56,0.75,0.58,0.71,0.9,0.78
arsenal-1.csv,0.48,0.29,0.65,0.36,0.5,0.36,0.42,0.64,0.28,0.4,0.43,0.58,0.41,0.56,0.31,0.36,0.47,0.59
atomsite.csv,0.5,0.8,0.43,0.56,0.94,0.39,0.59,0.53,0.5,0.4,0.67,0.63,0.74,0.53,0.48,0.58,0.65,0.72
barracudamvc.csv,0.35,0.66,0.37,0.38,0.69,0.31,0.41,0.35,0.35,0.38,0.41,0.43,0.55,0.47,0.37,0.34,0.47,0.31
emisview.csv,0.71,0.89,0.91,0.53,0.86,0.91,0.67,0.92,0.43,0.65,0.89,0.69,0.86,0.8,0.48,0.43,0.76,0.61
findbugs.csv,0.59,0.61,0.82,0.88,0.57,0.86,0.9,0.64,0.73,0.9,0.89,0.76,0.77,0.89,0.71,0.67,0.87,0.94
jitterbit.csv,0.53,0.48,0.93,0.53,0.63,0.46,0.75,0.43,0.47,0.54,0.88,0.72,0.62,0.9,0.62,0.65,0.92,0.78
lite.csv,0.62,0.86,0.88,0.94,0.67,0.89,0.67,0.0,0.8,0.0,0.75,0.98,0.8,0.83,0.67,0.88,0.89,0.75
megasquirtavr.csv,0.33,0.39,0.3,0.33,0.82,0.27,0.4,0.37,0.31,0.3,0.4,0.38,0.57,0.33,0.36,0.32,0.46,0.27
ontopia.csv,0.34,0.38,0.37,0.39,0.8,0.29,0.42,0.39,0.37,0.94,0.44,0.46,0.5,0.37,0.75,0.33,0.95,0.31
openintents.csv,0.61,0.67,0.53,0.65,0.8,0.5,0.75,0.8,0.56,0.51,0.88,0.94,0.75,0.74,0.64,0.75,0.81,0.46
rectracker.csv,0.41,0.89,0.41,0.34,0.71,0.31,0.38,0.48,0.36,0.46,0.46,0.49,0.57,0.4,0.46,0.46,0.53,0.43
stajistics.csv,0.42,0.42,0.47,0.4,0.72,0.5,0.46,0.48,0.35,0.5,0.76,0.52,0.75,0.48,0.41,0.55,0.64,0.53
trackit.csv,0.54,0.4,0.5,0.49,0.89,0.57,0.67,0.5,0.55,0.83,0.53,0.57,0.94,0.51,0.86,0.73,0.66,0.81
wxlua.csv,0.38,0.43,0.31,0.34,0.56,0.29,0.45,0.38,0.37,0.34,0.42,0.41,0.53,0.35,0.41,0.4,0.45,0.34
x4x.csv,0.4,0.41,0.3,0.32,0.88,0.28,0.4,0.43,0.35,0.44,0.44,0.44,0.6,0.35,0.41,0.4,0.47,0.33
xharbour.csv,0.37,0.38,0.31,0.32,0.49,0.33,0.41,0.36,0.33,0.38,0.4,0.39,0.56,0.35,0.4,0.32,0.47,0.29
