,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.52,0.13,0.59,0.3,0.1,0.5,0.4,0.14,1.0,0.4,0.13,0.32,0.29,0.28,0.52,0.33,0.35,0.0
arsenal-1.csv,0.6,0.83,0.46,0.74,0.33,0.5,0.69,0.9,0.62,0.64,0.38,0.53,0.51,0.52,0.42,0.41,0.51,0.0
atomsite.csv,0.61,0.0,0.61,0.57,0.11,0.46,1.0,0.54,0.38,0.48,0.43,0.37,0.36,0.67,0.37,0.43,0.41,0.0
barracudamvc.csv,0.87,0.63,0.74,1.0,0.26,0.59,0.5,0.64,0.56,0.41,0.77,0.31,0.78,0.74,0.42,0.49,0.44,0.02
emisview.csv,0.37,0.15,0.56,0.6,0.15,0.24,0.43,0.31,0.6,1.0,0.43,0.4,0.13,0.4,0.48,0.49,0.37,0.0
findbugs.csv,0.5,0.59,0.41,0.31,0.33,0.27,0.19,0.53,0.32,0.3,0.41,0.35,0.57,0.26,0.44,0.98,0.3,0.0
jitterbit.csv,0.43,0.7,0.31,0.56,0.29,0.47,0.33,0.53,0.41,0.43,0.2,0.99,0.86,0.19,0.39,0.5,0.23,0.0
lite.csv,0.44,0.13,0.22,0.23,0.4,0.25,0.0,0.07,0.31,0.0,0.18,0.43,0.11,0.15,1.0,0.28,0.1,0.4
megasquirtavr.csv,0.85,0.9,0.81,0.9,0.92,0.56,0.49,0.64,0.59,0.46,0.77,0.43,0.88,0.91,0.43,0.56,0.46,0.02
ontopia.csv,0.85,0.9,0.66,0.77,0.32,0.59,0.4,0.55,0.51,0.15,0.73,0.25,0.97,0.99,0.19,0.48,0.2,0.02
openintents.csv,0.53,0.07,0.53,0.42,0.24,0.98,0.21,0.19,0.53,0.34,0.32,0.42,0.3,0.4,0.34,0.33,0.33,0.0
rectracker.csv,0.73,0.17,1.0,0.81,0.32,0.58,0.59,0.6,0.62,0.55,0.55,0.42,0.65,0.77,0.42,0.49,0.51,0.04
stajistics.csv,0.67,0.54,0.7,0.7,0.24,0.53,0.49,0.46,0.57,0.45,0.35,0.33,0.27,0.53,0.45,0.44,0.97,0.0
trackit.csv,0.58,0.64,0.61,0.67,0.41,0.26,0.19,0.54,0.38,0.2,0.99,0.2,0.27,0.62,0.21,0.24,0.39,0.0
wxlua.csv,0.81,0.84,0.79,0.87,0.32,0.59,0.41,0.62,0.5,0.41,0.75,0.37,0.99,0.91,0.39,0.51,0.46,0.02
x4x.csv,1.0,0.82,0.77,0.88,0.29,0.52,0.49,0.61,0.61,0.39,0.79,0.3,0.86,0.85,0.44,0.53,0.43,0.02
xharbour.csv,0.81,1.0,0.82,0.91,0.43,0.48,0.51,0.64,0.6,0.48,0.79,0.42,0.76,0.88,0.43,0.55,0.46,0.02
