,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.17,0.32,0.24,0.49,0.33,0.22,0.03,0.31
cornerstone.csv,0.09,0.15,0.01,0.26,0.04,0.0,0.27,0.2
frogatto.csv,0.49,0.8,0.63,0.62,0.8,0.91,0.24,0.83
novembre.csv,0.27,0.22,0.44,0.45,0.07,0.5,0.18,0.21
ns-3.csv,0.35,0.88,0.43,0.32,0.57,0.56,0.36,0.7
open-beos.csv,0.27,0.48,0.24,0.26,0.57,0.34,0.18,0.42
planeshift.csv,0.45,0.57,0.6,0.53,0.35,0.38,0.91,0.9
sbml.csv,0.57,0.85,0.5,0.74,0.72,0.25,0.52,0.39
