,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.38,0.34,0.66,0.45,0.91,0.5
aime.csv,0.77,0.48,0.99,0.91,0.93,0.79
badtrinitycore.csv,0.83,0.54,0.97,0.98,0.67,0.62
electric-core.csv,0.59,0.57,0.86,0.52,0.53,0.56
geochat.csv,0.41,0.61,0.69,0.73,0.51,0.85
olsrd.csv,0.3,0.4,0.38,0.39,0.41,0.39
