,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.0,1.0,0.0,36.0,19.0,6.0,1.0,7.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0
glelite.csv,1.0,4.0,0.0,49.0,12.0,1.0,0.0,17.0,0.0,0.0,19.0,0.0,0.0,1.0,14.0
hannosset.csv,66.0,74.0,1.0,52.0,1.0,88.0,1.0,59.0,125.0,3.0,0.0,2.0,0.0,0.0,0.0
ipfilter.csv,1.0,4.0,0.0,42.0,10.0,10.0,0.0,14.0,2.0,1.0,20.0,0.0,0.0,2.0,11.0
moving-pictures.csv,3.0,9.0,0.0,52.0,3.0,0.0,0.0,4.0,0.0,0.0,7.0,1.0,0.0,1.0,7.0
pclasses.csv,0.0,1.0,69.0,52.0,7.0,88.0,1.0,59.0,0.0,12.0,74.0,64.0,152.0,0.0,5.0
pfaedit.csv,8.0,1.0,0.0,52.0,9.0,0.0,6.0,59.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0
qcad2.csv,0.0,2.0,1.0,52.0,0.0,9.0,0.0,59.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0
rockbox.csv,7.0,1.0,1.0,29.0,12.0,1.0,0.0,5.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0
roller.csv,14.0,1.0,0.0,37.0,21.0,2.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0
theresa.csv,66.0,74.0,69.0,0.0,0.0,88.0,58.0,59.0,0.0,161.0,74.0,64.0,152.0,0.0,50.0
tzod.csv,0.0,0.0,4.0,13.0,1.0,0.0,0.0,59.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0
xinity.csv,4.0,0.0,0.0,52.0,10.0,4.0,0.0,59.0,2.0,4.0,10.0,0.0,0.0,0.0,2.0
zabbix.csv,1.0,4.0,0.0,45.0,7.0,0.0,0.0,59.0,0.0,0.0,19.0,0.0,0.0,1.0,11.0
