,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.16,0.46,0.95,0.08,0.38,0.63,0.58,0.02,0.66,0.38,0.11,0.7,0.98,0.6,0.45
glelite.csv,0.17,0.36,0.59,0.06,0.33,0.61,0.47,0.02,0.6,0.4,0.08,0.71,1.0,0.61,0.38
hannosset.csv,0.0,0.0,0.75,0.0,0.67,0.0,0.5,0.0,0.0,0.2,1.0,0.56,0.83,1.0,0.5
ipfilter.csv,0.17,0.31,0.44,0.07,0.34,0.62,0.41,0.02,0.63,0.5,0.09,1.0,0.97,0.6,0.35
moving-pictures.csv,0.28,0.36,1.0,0.0,0.39,0.84,1.0,0.03,0.54,0.32,0.09,0.73,0.99,0.55,0.38
pclasses.csv,1.0,0.25,0.0,0.0,0.14,0.0,0.5,0.0,0.63,0.13,0.0,0.0,0.0,0.69,0.5
pfaedit.csv,0.06,0.42,0.72,0.0,0.38,1.0,0.5,0.0,0.65,0.71,0.09,0.65,1.0,0.63,0.58
qcad2.csv,0.03,0.42,0.58,0.0,0.98,0.5,0.54,0.0,0.63,0.9,0.06,0.76,0.98,0.56,0.6
rockbox.csv,0.19,0.41,0.76,0.09,0.36,0.8,0.44,0.02,0.65,0.35,0.12,0.74,1.0,0.6,1.0
roller.csv,0.15,0.38,0.59,0.07,0.36,0.68,0.48,0.02,0.99,0.26,0.06,0.74,0.96,0.62,0.35
theresa.csv,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.67,0.0
tzod.csv,0.2,1.0,0.67,0.12,0.57,0.74,0.67,0.0,0.65,0.88,0.05,0.5,0.98,0.58,0.4
xinity.csv,0.25,0.37,0.46,0.0,0.25,0.67,0.5,0.0,0.59,0.36,0.11,0.71,1.0,1.0,0.48
zabbix.csv,0.15,0.35,0.55,0.06,0.35,0.64,0.48,0.0,0.6,0.97,0.09,0.69,0.98,0.57,0.38
