,f1,g,recall,precision,pf,wins
array4j.csv,0.44499999999999995,0.48,0.65,0.30500000000000005,0.71,8
emono.csv,0.395,0.4,0.78,0.29500000000000004,0.855,4
freedom-erp.csv,0.01,0.005,0.005,0.165,0.02,1
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0
jmoney.csv,0.39,0.47,0.47,0.47500000000000003,0.255,11
jmonkeyengine.csv,0.395,0.39,0.615,0.29500000000000004,0.725,3
jsidplay2.csv,0.29000000000000004,0.33499999999999996,0.375,0.43,0.24,9
matrex.csv,0.255,0.255,0.215,0.53,0.135,6
mediate.csv,0.235,0.45,0.47,0.345,0.485,5
mesa3d.csv,0.45499999999999996,0.535,0.56,0.42,0.45499999999999996,10
pustefix.csv,0.33499999999999996,0.36,0.365,0.36,0.28,7
reaper3d.csv,0.28500000000000003,0.28500000000000003,0.25,0.37,0.26,2
