,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.75,0.63,0.77,0.98,0.99,1.0,0.93,0.64,0.76,1.23,0.84,0.79
emono.csv,0.68,0.88,0.93,0.98,0.87,0.86,0.93,0.94,0.83,0.98,0.65,0.51
freedom-erp.csv,0.5,0.88,0.7,1.0,1.0,1.0,0.96,0.41,1.0,1.0,1.0,0.99
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.9,0.96,1.0,1.0,0.06,1.0,1.0
jmoney.csv,0.18,0.66,0.6,0.6,0.69,0.74,0.88,0.74,0.6,1.01,0.62,0.85
jmonkeyengine.csv,0.98,0.94,1.01,0.75,0.45,0.66,1.01,1.0,0.8,0.88,0.62,0.94
jsidplay2.csv,0.47,0.83,0.3,0.84,0.78,0.63,0.36,0.89,0.8,1.01,0.83,0.85
matrex.csv,0.36,0.7,0.66,1.0,0.95,0.54,0.23,0.71,1.0,1.0,0.89,0.93
mediate.csv,0.87,0.88,0.91,0.69,0.78,0.48,0.88,0.8,0.76,0.77,0.97,0.85
mesa3d.csv,0.74,0.84,0.8,0.52,0.74,0.84,0.62,0.55,0.61,0.57,0.53,0.78
pustefix.csv,0.84,0.96,0.86,0.41,0.58,0.78,0.86,0.72,0.97,0.55,0.9,0.67
reaper3d.csv,0.6,1.02,0.57,0.8,0.9,0.95,0.84,0.59,0.35,1.01,0.97,0.75
